"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 12 01:25:21 GMT 2023","Tue Dec 12 01:25:22 GMT 2023","1195","tests","test_main_page","TestMainPage","","","TC 13.01.14 - Check display of block 5 'home-eco' in section 2 in the Promo Block","This test checks if block 5 'home-eco' is displayed in section 2
            of Promo Block under header on the main page"
"skipped","Tue Dec 12 01:17:58 GMT 2023","Tue Dec 12 01:17:58 GMT 2023","0","tests","test_footer","TestFooter","","","TC 02.01.51 - Check text of placeholder in Subscribe Email Field on each page specified in DATA_1","Checks if text of placeholder in Subscribe Email Field is correct on each page in DATA_1"
"passed","Tue Dec 12 01:15:36 GMT 2023","Tue Dec 12 01:15:37 GMT 2023","1249","tests","test_footer","TestFooter","","","TC 02.01.04 - Check display of Search Terms link on each page specified in DATA_1","Checks if Search Terms link is visible on each page in DATA_1"
"passed","Tue Dec 12 01:27:25 GMT 2023","Tue Dec 12 01:27:28 GMT 2023","2958","tests","test_main_page","TestMainPage","","","TC 13.02.04 - Check the link in section 2 block 3 'home-erin' in the Promo Block leads to the correct page","Check that link in section 2 block 3 'home-erin' is correct"
"broken","Tue Dec 12 01:31:47 GMT 2023","Tue Dec 12 01:31:54 GMT 2023","6474","tests","test_men","TestMenPagePromoBlock","","","TC 14.06.34 Verify the visibility of the image in the 'Luma hoodies' promo block.","Verify that the image in the block 'Luma hoodies' is displayed on the Men page"
"broken","Tue Dec 12 01:29:30 GMT 2023","Tue Dec 12 01:29:36 GMT 2023","6322","tests","test_men","TestMenPagePromoBlock","","","TC 14.06.16 Verify the visibility of the image in the 'Last chance for pants' promo block.","Verify that the image in the block 'Last chance for pants' is displayed on the Men page"
"passed","Tue Dec 12 01:42:36 GMT 2023","Tue Dec 12 01:42:38 GMT 2023","1436","tests","test_women","TestWomenPage","","","TC 12.02.01 Check side panel title Category is visible","Check Category title is visible"
"passed","Tue Dec 12 01:32:44 GMT 2023","Tue Dec 12 01:32:57 GMT 2023","12643","tests","test_reviews_page","TestReviews","","","test_tc_01_15_02_check_that_it_is_possible_to_vote_for_2_star","
        The user is NOT logged in, located in the product card, section ""Reviews""
        1. All required fields are filled with correct data
        2. Pressed 2 star
        3.The ""Submit Review"" button is pressed
        Result: Present in the DOM and visible on the page the message: ""You submitted your review for moderation.
        This code works when run on Win, Mac, Ubuntu on a real laptop and has the features of working on GitHub Action.
        When interacting with the GitHub Action, it checks not for the text of the ""Success"" message, but for the ""Success"" URL""
        "
"passed","Tue Dec 12 01:14:11 GMT 2023","Tue Dec 12 01:14:12 GMT 2023","683","tests","test_create_an_account","TestCreateAnAccount","","","TC 04_01_07 Verify Last name input field highlighting on label click"," Verify that Last name input field highlighted when label is clicked"
"passed","Tue Dec 12 01:16:37 GMT 2023","Tue Dec 12 01:16:38 GMT 2023","1519","tests","test_footer","TestFooter","","","TC 02.01.18 - Check Orders and Returns link is present in the DOM tree on each page specified in DATA_1","Checks if Orders and Returns link is present in the DOM tree on each page specified in DATA_1"
"passed","Tue Dec 12 01:40:35 GMT 2023","Tue Dec 12 01:40:39 GMT 2023","3582","tests","test_sign_in","TestFailedLogin","","","TC 03.02.01 to 03_02_10 Verify Failed Login, no error validation","Check Success and Failed Login, no error validation"
"passed","Tue Dec 12 01:27:42 GMT 2023","Tue Dec 12 01:27:44 GMT 2023","1583","tests","test_men","TestMenPage","","","TC 14.02.04 Verify the link 'Bottoms' is visible and clickable.",""
"skipped","Tue Dec 12 01:17:58 GMT 2023","Tue Dec 12 01:17:58 GMT 2023","0","tests","test_footer","TestFooter","","","TC 02.01.51 - Check text of placeholder in Subscribe Email Field on each page specified in DATA_1","Checks if text of placeholder in Subscribe Email Field is correct on each page in DATA_1"
"passed","Tue Dec 12 01:15:38 GMT 2023","Tue Dec 12 01:15:40 GMT 2023","1482","tests","test_footer","TestFooter","","","TC 02.01.04 - Check display of Search Terms link on each page specified in DATA_1","Checks if Search Terms link is visible on each page in DATA_1"
"passed","Tue Dec 12 01:26:19 GMT 2023","Tue Dec 12 01:26:20 GMT 2023","1285","tests","test_main_page","TestMainPage","","","TC 13.01.36 - Check the display of the image in block 5 'home-eco' in the Promo Block","This test checks if the image in section 2 block 5 'home-eco' is correct
            in the Promo Block under header on the main page"
"passed","Tue Dec 12 01:19:52 GMT 2023","Tue Dec 12 01:19:52 GMT 2023","30","tests","test_forgot_your_password","TestForgotYourPassword","","","TC 17.01.20 Verify Reset My Password button is clickable","Check that the 'Reset My Password' button is clickable"
"passed","Tue Dec 12 01:41:23 GMT 2023","Tue Dec 12 01:41:23 GMT 2023","43","tests","test_training","TestMainPage","","","TC 16.02.01 Verify title Training is visible and contains text 'Training'","Check Training title has correct text and is visible"
"passed","Tue Dec 12 01:26:32 GMT 2023","Tue Dec 12 01:26:34 GMT 2023","1433","tests","test_main_page","TestMainPage","","","TC 13.01.40 - Check the display of the sign in block 5 'home-eco' in the Promo Block","This test checks if the sign in info block in section 2 block 5 'home-eco' is correct
            in the Promo Block under header on the main page"
"passed","Tue Dec 12 01:19:47 GMT 2023","Tue Dec 12 01:19:47 GMT 2023","244","tests","test_forgot_your_password","TestForgotYourPassword","","","TC 17.01.07 Verify displayed email matches the entered email in FYP Email field","Check if the displayed email matches the entered email in Email field"
"passed","Tue Dec 12 01:25:30 GMT 2023","Tue Dec 12 01:25:31 GMT 2023","1241","tests","test_main_page","TestMainPage","","","TC 13.01.18 - Check the display of the title in block 1 'home-pants' in the Promo Block","This test checks if the info block title in section 2 block 1 'home-pants' is correct
            in the Promo Block under header on the Main Page"
"skipped","Tue Dec 12 01:14:47 GMT 2023","Tue Dec 12 01:14:47 GMT 2023","0","tests","test_create_an_account","TestCreateAnAccount","","","test 04.02.01 create an account with correct data"," Verify that customer can Create An Account with correct data"
"passed","Tue Dec 12 01:16:39 GMT 2023","Tue Dec 12 01:16:40 GMT 2023","1192","tests","test_footer","TestFooter","","","TC 02.01.19 - Check display of Orders and Returns link on each page specified in DATA_1","Checks if Orders and Returns link is visible on each page in DATA_1"
"passed","Tue Dec 12 01:35:10 GMT 2023","Tue Dec 12 01:35:10 GMT 2023","137","tests","test_sale","TestSalePage","","","TC 10.04.02 - Verify the text in main block - Women's Deals","Check title-text and content-text in main block - Women's Deals"
"passed","Tue Dec 12 01:15:24 GMT 2023","Tue Dec 12 01:15:25 GMT 2023","1070","tests","test_footer","TestFooter","","","TC 02.01.01 - Check Footer is present in the DOM tree on each page specified in DATA_1","Checks if the footer is present in the DOM tree on each page specified in DATA_1"
"passed","Tue Dec 12 01:14:28 GMT 2023","Tue Dec 12 01:14:29 GMT 2023","753","tests","test_create_an_account","TestCreateAnAccount","","","TC 04_01_13 Verify presence of Password label and the required asterisk"," Verify presence of Password label and the required asterisk "
"passed","Tue Dec 12 01:18:56 GMT 2023","Tue Dec 12 01:19:00 GMT 2023","4029","tests","test_footer","TestFooter","","","TC 02.02.05 - Check Contact Us link in footer leads to the correct page from each page specified in DATA_1","Check that Contact Us link in footer is correct"
"passed","Tue Dec 12 01:19:01 GMT 2023","Tue Dec 12 01:19:04 GMT 2023","2811","tests","test_footer","TestFooter","","","TC 02.02.05 - Check Contact Us link in footer leads to the correct page from each page specified in DATA_1","Check that Contact Us link in footer is correct"
"broken","Tue Dec 12 01:30:39 GMT 2023","Tue Dec 12 01:30:45 GMT 2023","6432","tests","test_men","TestMenPagePromoBlock","","","TC 14.06.25 Verify that the 'Shop Shorts' text is visible.","Verify that text-3 in 'Luma shorts' block correctly displayed"
"passed","Tue Dec 12 01:24:55 GMT 2023","Tue Dec 12 01:24:56 GMT 2023","1405","tests","test_main_page","TestMainPage","","","TC 13.01.01 - Check the display of the Promo Block under header on the Main Page","This test checks if Promo Block under header is displayed on the Main Page"
"passed","Tue Dec 12 01:35:28 GMT 2023","Tue Dec 12 01:35:28 GMT 2023","20","tests","test_sale","TestSalePage","","","TC 10.04.10 - Verify that the sale-20-off contains an image","Check img existence of 1st column in 3-columns Promo Block section"
"passed","Tue Dec 12 01:25:11 GMT 2023","Tue Dec 12 01:25:12 GMT 2023","1199","tests","test_main_page","TestMainPage","","","TC 13.01.10 - Check display of block 1 'home-pants' in section 2 in the Promo Block","This test checks if block 1 'home-pants' is displayed in section 2 of Promo Block under header
            on the Main Page"
"passed","Tue Dec 12 01:28:08 GMT 2023","Tue Dec 12 01:28:10 GMT 2023","2455","tests","test_men","TestMenPage","","","TC 14.03.07 Verify the link 'Tees' redirects to a correct page.","Verify that the link 'Tees' correctly opens and redirects to a new webpage, the header 'Tees' is
        displayed"
"passed","Tue Dec 12 01:20:56 GMT 2023","Tue Dec 12 01:21:00 GMT 2023","3609","tests","test_header","TestHeader","","","TC 01.03.34 correctly redirected the link ""Training Video Download""","Verify 'Training - Video Download' link click redirected to the 'Video Download' page
            and the 'Video Download' header is displayed"
"passed","Tue Dec 12 01:17:17 GMT 2023","Tue Dec 12 01:17:19 GMT 2023","1194","tests","test_footer","TestFooter","","","TC 02.01.29 - Check display of Write for us link on each page specified in DATA_1","Checks if Write for us link is visible on each page in DATA_1"
"passed","Tue Dec 12 01:35:33 GMT 2023","Tue Dec 12 01:35:33 GMT 2023","21","tests","test_sale","TestSalePage","","","TC 10.04.14 - Verify that the sale-women-t-shirts contains an image","Check img existence of 3rd column in 3-columns Promo Block section"
"passed","Tue Dec 12 01:19:31 GMT 2023","Tue Dec 12 01:19:31 GMT 2023","39","tests","test_forgot_your_password","TestForgotYourPassword","","","TC 17.01.01 Verify Forgot Your Password Page h1 Header","Check Login Page Heading is present "
"passed","Tue Dec 12 01:18:04 GMT 2023","Tue Dec 12 01:18:05 GMT 2023","1369","tests","test_footer","TestFooter","","","TC 02.01.53 - Check 'Subscribe to our mailing list' link is visible on each page specified in DATA_1","Checks if 'Subscribe to our mailing list' link is visible on each page specified in DATA_1"
"passed","Tue Dec 12 01:19:59 GMT 2023","Tue Dec 12 01:20:00 GMT 2023","1267","tests","test_gear","TestGearPage","","","test_tc_11_01_02","Check that Bags is displayed and enabled"
"passed","Tue Dec 12 01:14:32 GMT 2023","Tue Dec 12 01:14:32 GMT 2023","726","tests","test_create_an_account","TestCreateAnAccount","","","TC 04_01_14 Verify Password input field highlighting on click"," Verify that Password input field highlighted when clicked"
"skipped","Tue Dec 12 01:17:58 GMT 2023","Tue Dec 12 01:17:58 GMT 2023","0","tests","test_footer","TestFooter","","","TC 02.01.40 - Check Subscribe Button is present in the DOM tree on each page specified in DATA_1","Checks if Subscribe Button is present in the DOM tree on each page specified in DATA_1"
"passed","Tue Dec 12 01:38:51 GMT 2023","Tue Dec 12 01:38:51 GMT 2023","78","tests","test_sign_in","TestRegisteredCustomers","","","TC 03.01.06 Verify Email field is appropriately labeled","Check if Email field is appropriately labeled "
"passed","Tue Dec 12 01:41:11 GMT 2023","Tue Dec 12 01:41:11 GMT 2023","44","tests","test_training","TestMainPage","","","TC 16.01.02 Verify Sidebar panel title Category is visible and contains text 'Category'","Check Sidebar Category title has correct text and is visible"
"passed","Tue Dec 12 01:28:01 GMT 2023","Tue Dec 12 01:28:03 GMT 2023","2536","tests","test_men","TestMenPage","","","TC 14.03.05 Verify the link 'Jackets' redirects to a correct page.","Verify that the link 'Jackets' correctly opens and redirects to a new webpage, the header 'Jackets' is
          displayed"
"passed","Tue Dec 12 01:22:08 GMT 2023","Tue Dec 12 01:22:13 GMT 2023","4045","tests","test_header","TestHeader","","","TC 01.01.08 display of the dropdown list button ","Check the dropdown button is displayed if the user is authorized"
"passed","Tue Dec 12 01:25:37 GMT 2023","Tue Dec 12 01:25:38 GMT 2023","1380","tests","test_main_page","TestMainPage","","","TC 13.01.21 - Check the display of an image in block 2 'home-t-shirts' in the Promo Block","This test checks if the image in section 2 block 2 'home-t-shirts' is visible"
"passed","Tue Dec 12 01:14:56 GMT 2023","Tue Dec 12 01:14:56 GMT 2023","523","tests","test_create_an_account","TestCreateAnAccount","","","test 04.02.04 create an account with empty e-mail"," Verify that customer can't Create An Account with empty e-mail"
"skipped","Tue Dec 12 01:19:50 GMT 2023","Tue Dec 12 01:19:50 GMT 2023","0","tests","test_forgot_your_password","TestForgotYourPassword","","","TC 17.01.17 Verify captcha image is present by default","Check that the captcha image is present by default"
"passed","Tue Dec 12 01:27:18 GMT 2023","Tue Dec 12 01:27:20 GMT 2023","2640","tests","test_main_page","TestMainPage","","","TC 13.02.02 - Check the link in section 2 block 1 'home-pants' in the Promo Block leads to the correct page","Check that link in section 2 block 1 'home-pants' is correct"
"passed","Tue Dec 12 01:39:37 GMT 2023","Tue Dec 12 01:39:39 GMT 2023","1543","tests","test_sign_in","TestNewCustomers","","","TC 03.01.23 Verify Create an Account button is functional","Check if 'Create an Account' button link opens correct page"
"passed","Tue Dec 12 01:14:45 GMT 2023","Tue Dec 12 01:14:47 GMT 2023","2344","tests","test_create_an_account","TestCreateAnAccount","","","test 04.02.08 create an account with registered email"," Verify that customer can't Create An Account with registered email before "
"skipped","Tue Dec 12 01:19:56 GMT 2023","Tue Dec 12 01:19:56 GMT 2023","0","tests","test_forgot_your_password","TestForgotYourPasswordFunctionality","","","TC 17.01.26 Verify error on resetting My Password with empty captcha","Check error message on attempt to reset password with empty captcha input field"
"passed","Tue Dec 12 01:41:21 GMT 2023","Tue Dec 12 01:41:21 GMT 2023","46","tests","test_training","TestMainPage","","","TC 16.01.06 Verify Sidebar panel title My Wish List is visible and contains text 'My Wish List'","Check Sidebar Category title has correct text and is visible"
"passed","Tue Dec 12 01:39:49 GMT 2023","Tue Dec 12 01:39:49 GMT 2023","442","tests","test_sign_in","TestLogin","","","TC 03.02.05 Verify error on attempting to log in with empty email - Negative","Check error message on attempt to log in with empty password"
"passed","Tue Dec 12 01:14:05 GMT 2023","Tue Dec 12 01:14:06 GMT 2023","676","tests","test_create_an_account","TestCreateAnAccount","","","TC 04_01_05 Verify First name input field highlighting on click"," Verify that First name input field highlighted when clicked"
"passed","Tue Dec 12 01:25:46 GMT 2023","Tue Dec 12 01:25:47 GMT 2023","1218","tests","test_main_page","TestMainPage","","","TC 13.01.24 - Check the display of the text in block 2 'home-t-shirts' in the Promo Block","This test checks if the info block text in section 2 block 2 'home-t-shirts' is correct
            in the Promo Block under header on the main page"
"passed","Tue Dec 12 01:25:18 GMT 2023","Tue Dec 12 01:25:20 GMT 2023","1340","tests","test_main_page","TestMainPage","","","TC 13.01.13 - Check display of block 4 'home-performance' in section 2 in the Promo Block","This test checks if block 4 'home-performance' is displayed in section 2 of Promo Block under header
            on the Main Page"
"passed","Tue Dec 12 01:15:51 GMT 2023","Tue Dec 12 01:15:52 GMT 2023","1363","tests","test_footer","TestFooter","","","TC 02.01.07 - Check text of Search Terms link on each page specified in DATA_1","Checks if text of Search Terms link is correct on each page in DATA_1"
"skipped","Tue Dec 12 01:17:58 GMT 2023","Tue Dec 12 01:17:58 GMT 2023","0","tests","test_footer","TestFooter","","","TC 02.01.39 - Check display of Subscribe section on each page specified in DATA_1","Checks if Subscribe section is visible on each page in DATA_1"
"passed","Tue Dec 12 01:27:48 GMT 2023","Tue Dec 12 01:27:49 GMT 2023","1450","tests","test_men","TestMenPage","","","TC 14.03.01 Verify the 'TOPS' subhead is displayed","Verify that the subhead 'TOPS' is displayed"
"passed","Tue Dec 12 01:40:30 GMT 2023","Tue Dec 12 01:40:34 GMT 2023","3703","tests","test_sign_in","TestFailedLogin","","","TC 03.02.01 to 03_02_10 Verify Failed Login, no error validation","Check Success and Failed Login, no error validation"
"passed","Tue Dec 12 01:16:56 GMT 2023","Tue Dec 12 01:16:57 GMT 2023","1303","tests","test_footer","TestFooter","","","TC 02.01.23 - Check 'Contact us' link is present in the DOM tree on each page specified in DATA_1","Checks if 'Contact us' link is present in the DOM tree on each page specified in DATA_1"
