"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 27 01:26:03 GMT 2023","Fri Oct 27 01:26:04 GMT 2023","1546","tests","test_men","TestMenPage","","","TC 14.02.04 Verify the link 'Bottoms' is visible and clickable.",""
"passed","Fri Oct 27 01:18:03 GMT 2023","Fri Oct 27 01:18:05 GMT 2023","1400","tests","test_header","TestHeader","","","TC 01.02.03 presence of a  placeholder in the ""Search"" field","Check the ""Search"" field in the header contains the placeholder 'Search entire store here...'"
"passed","Fri Oct 27 01:33:58 GMT 2023","Fri Oct 27 01:33:58 GMT 2023","200","tests","test_shopping_cart","TestShoppingCartFull","","","test_tc_07_02_02_Verify_table_headers_in_item_cart_are_visible[t_header0]","Check that table headers in item cart are visible"
"passed","Fri Oct 27 01:37:36 GMT 2023","Fri Oct 27 01:37:37 GMT 2023","1586","tests","test_women","TestWomenPage","","","TC 12.01.01 Check side panel title Shop By is visible","Check Shop By title is visible"
"broken","Fri Oct 27 01:15:47 GMT 2023","Fri Oct 27 01:15:52 GMT 2023","5167","tests","test_forgot_your_password","TestForgotYourPassword","","","TC 17.01.13 Verify displayed captcha matches the entered value in FYP captcha field","The test checks if the displayed captcha matches the entered value in the captcha field"
"passed","Fri Oct 27 01:35:23 GMT 2023","Fri Oct 27 01:35:23 GMT 2023","294","tests","test_sign_in","TestRegisteredCustomers","","","TC 03.01.06 Verify Email field is appropriately labeled","Check if Email field is appropriately labeled "
"passed","Fri Oct 27 01:12:36 GMT 2023","Fri Oct 27 01:12:37 GMT 2023","1260","tests","test_footer","TestFooter","","","TC 02.01.29 - Check display of Write for us link on each page specified in DATA_1","Checks if Write for us link is visible on each page in DATA_1"
"passed","Fri Oct 27 01:37:15 GMT 2023","Fri Oct 27 01:37:16 GMT 2023","712","tests","test_training","TestMainPage","","","TC 16.02.08 Check the cursor change to block training on demand","This test check the cursor change when hovering over the block training on demand"
"passed","Fri Oct 27 01:27:31 GMT 2023","Fri Oct 27 01:27:32 GMT 2023","1506","tests","test_men","TestMenPagePromoBlock","","","TC 14.06.18 Verify that the 'Take 20% OFF' text is visible.","Verify that text-2 in 'Last chance for pants' block correctly displayed"
"passed","Fri Oct 27 01:25:56 GMT 2023","Fri Oct 27 01:25:57 GMT 2023","1524","tests","test_men","TestMenPage","","","TC 14.02.02 Verify the link Tops is visible and clickable.",""
"passed","Fri Oct 27 01:26:24 GMT 2023","Fri Oct 27 01:26:27 GMT 2023","2714","tests","test_men","TestMenPage","","","TC 14.03.05 Verify the link 'Jackets' redirects to a correct page.","Verify that the link 'Jackets' correctly opens and redirects to a new webpage, the header 'Jackets' is
          displayed"
"broken","Fri Oct 27 01:15:23 GMT 2023","Fri Oct 27 01:15:28 GMT 2023","5192","tests","test_forgot_your_password","TestForgotYourPassword","","","TC 17.01.10 Verify FYP captcha input field is correct format and clickable","Check if the captcha input is of correct format (input-text) and clickable"
"skipped","Fri Oct 27 01:36:35 GMT 2023","Fri Oct 27 01:36:35 GMT 2023","0","tests","test_sign_in","TestFailedLogin","","","TC 03.02.01 to 03_02_10 Verify and Failed Login, no error validation","Check Success and Failed Login, no error validation"
"passed","Fri Oct 27 01:11:33 GMT 2023","Fri Oct 27 01:11:35 GMT 2023","1419","tests","test_footer","TestFooter","","","TC 02.01.14 - Check display of Advanced Search link on each page specified in DATA_1","Checks if Advanced Search link is visible on each page in DATA_1"
