"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Oct 12 01:57:27 GMT 2024","Sat Oct 12 01:57:29 GMT 2024","2392","tests","test_shopping_cart","TestShoppingCartFull","","","tc 07.02.26 Verify the button 'Apply Discount' is displayed correct","Check that button 'Apply Discount' is displayed correct"
"passed","Sat Oct 12 01:41:03 GMT 2024","Sat Oct 12 01:41:06 GMT 2024","3362","tests","test_header","TestHeader","","","TC 01.03.33 correctly redirected the link ""Training""","Verify 'Training' link click redirected to the page and the 'Training' header is displayed"
"passed","Sat Oct 12 02:00:13 GMT 2024","Sat Oct 12 02:00:15 GMT 2024","2188","tests","test_sign_in","TestFailedLogin","","","TC 03.02.01 to 03_02_10 Verify Failed Login, no error validation","Check Success and Failed Login, no error validation"
"passed","Sat Oct 12 01:38:30 GMT 2024","Sat Oct 12 01:38:31 GMT 2024","1453","tests","test_footer","TestFooter","","","TC 02.01.33 - Check Copyright section is present in the DOM tree on each page specified in DATA_1","Checks if Copyright section is present in the DOM tree on each page specified in DATA_1"
"skipped","Sat Oct 12 01:51:01 GMT 2024","Sat Oct 12 01:51:01 GMT 2024","0","tests","test_men","TestMenPagePromoBlock","","","TC 14.06.37 Verify that the 'Shop Hoodies' text is visible.","Verify that text-3 in 'Luma hoodies' block correctly displayed"
"passed","Sat Oct 12 01:38:33 GMT 2024","Sat Oct 12 01:38:34 GMT 2024","1646","tests","test_footer","TestFooter","","","TC 02.01.33 - Check Copyright section is present in the DOM tree on each page specified in DATA_1","Checks if Copyright section is present in the DOM tree on each page specified in DATA_1"
"passed","Sat Oct 12 01:40:14 GMT 2024","Sat Oct 12 01:40:16 GMT 2024","1586","tests","test_gear","TestGearPage","","","test_tc_11_01_06","Check that watches is displayed and enabled"
"passed","Sat Oct 12 01:54:44 GMT 2024","Sat Oct 12 01:54:45 GMT 2024","1828","tests","test_shopping_cart","TestShoppingCart","","","tc 07.01.03 Verify that here link is displayed and clickable","Check that the “here” link is displayed and clickable."
"passed","Sat Oct 12 01:52:21 GMT 2024","Sat Oct 12 01:52:21 GMT 2024","41","tests","test_sale","TestSalePage","","","TC 10.01.02, 10.01.04, 10.01.06, 10.01.08, 10.01.10, 10.01.12 - Verify 6 links in Women's Deals section are visible and clickable","Check that six elements in Women's Deals section are displayed and enabled"
"passed","Sat Oct 12 01:39:31 GMT 2024","Sat Oct 12 01:39:31 GMT 2024","60","tests","test_forgot_your_password","TestForgotYourPassword","","","TC 17.01.03 Verify FYP Email field is present","Check if the Email input field is present"
"passed","Sat Oct 12 01:35:39 GMT 2024","Sat Oct 12 01:35:39 GMT 2024","819","tests","test_create_an_account","TestCreateAnAccount","","","TC 04_01_12 Verify Email input field highlighting on click"," Verify that Email input field highlighted when clicked"
"passed","Sat Oct 12 01:36:16 GMT 2024","Sat Oct 12 01:36:16 GMT 2024","732","tests","test_create_an_account","TestCreateAnAccount","","","test 04.02.04 create an account with empty e-mail"," Verify that customer can't Create An Account with empty e-mail"
"passed","Sat Oct 12 01:37:15 GMT 2024","Sat Oct 12 01:37:17 GMT 2024","2101","tests","test_footer","TestFooter","","","TC 02.01.06 Check if Search Terms link is interactive","This test checks if Search Terms link is underlined while hovering over it"
"passed","Sat Oct 12 01:39:50 GMT 2024","Sat Oct 12 01:39:50 GMT 2024","27","tests","test_forgot_your_password","TestForgotYourPassword","","","TC 17.01.20 Verify Reset My Password button is clickable","Check that the 'Reset My Password' button is clickable"
"skipped","Sat Oct 12 01:39:48 GMT 2024","Sat Oct 12 01:39:48 GMT 2024","0","tests","test_forgot_your_password","TestForgotYourPassword","","","TC 17.01.14 Verify Reload captcha button is present","Check if the 'Reload captcha' button is present"
"passed","Sat Oct 12 01:35:17 GMT 2024","Sat Oct 12 01:35:18 GMT 2024","793","tests","test_create_an_account","TestCreateAnAccount","","","TC 04_01_05 Verify First name input field highlighting on click"," Verify that First name input field highlighted when clicked"
"passed","Sat Oct 12 01:47:55 GMT 2024","Sat Oct 12 01:47:56 GMT 2024","1656","tests","test_main_page","TestMainPage","","","TC 13.01.31_01 - Check correctness of the image in block 4 'home-performance' in the Promo Block","This test checks if the image in section 2 block 4 'home-performance' is correct"
"passed","Sat Oct 12 01:40:45 GMT 2024","Sat Oct 12 01:40:48 GMT 2024","2074","tests","test_header","TestHeader","","","TC 01.02.05 display and interactivity of the cart icon","Check hovering over the shopping cart icon changes the cursor to a ""hand,"" indicating that the cart is a         clickable element, click on it and the message ""You have no items in your shopping cart."" appears"
"skipped","Sat Oct 12 01:39:48 GMT 2024","Sat Oct 12 01:39:48 GMT 2024","0","tests","test_forgot_your_password","TestForgotYourPassword","","","TC 17.01.19 Verify Reset My Password button is present","Check if the 'Reload captcha' button is present"
"passed","Sat Oct 12 01:36:40 GMT 2024","Sat Oct 12 01:36:40 GMT 2024","376","tests","test_create_an_account","TestCreateAnAccount","","","TC 04_02_09_13 Verify presence of strong password strength hint"," Verify presence of Password Strength hint and warning color of weak password "
"skipped","Sat Oct 12 01:39:48 GMT 2024","Sat Oct 12 01:39:48 GMT 2024","0","tests","test_forgot_your_password","TestForgotYourPassword","","","TC 17.01.11 Verify FYP captcha input field is appropriately labeled","Check if Email field is appropriately labeled "
"passed","Sat Oct 12 02:00:22 GMT 2024","Sat Oct 12 02:00:26 GMT 2024","3998","tests","test_sign_in","TestFailedLogin","","","TC 03.02.01 to 03_02_10 Verify Failed Login, no error validation","Check Success and Failed Login, no error validation"
"passed","Sat Oct 12 01:47:09 GMT 2024","Sat Oct 12 01:47:10 GMT 2024","1447","tests","test_main_page","TestMainPage","","","TC 13.01.19 - Check the display of the text in block 1 'home-pants' in the Promo Block","This test checks if the info block text in section 2 block 1 'home-pants' is correct
            in the Promo Block under header on the Main Page"
"passed","Sat Oct 12 01:39:28 GMT 2024","Sat Oct 12 01:39:28 GMT 2024","48","tests","test_forgot_your_password","TestForgotYourPassword","","","TC 17.01.02 Verify Forgot Your Password note","Check Registered Customers note is present "
"passed","Sat Oct 12 01:39:18 GMT 2024","Sat Oct 12 01:39:22 GMT 2024","3413","tests","test_footer","TestFooter","","","TC 02.02.04 - Check Orders and Returns link in footer leads to the correct page from each page specified in DATA_1","Check that Orders and Returns link in footer is correct"
"passed","Sat Oct 12 01:39:44 GMT 2024","Sat Oct 12 01:39:44 GMT 2024","466","tests","test_forgot_your_password","TestForgotYourPassword","","","TC 17.01.07 Verify displayed email matches the entered email in FYP Email field","Check if the displayed email matches the entered email in Email field"
"passed","Sat Oct 12 01:40:56 GMT 2024","Sat Oct 12 01:40:58 GMT 2024","2366","tests","test_header","TestHeader","","","TC 01.02.01 display and interactivity of the ""Search"" field","Check the ""Search"" field is activated with a vertical flashing symbol ""|"" and highlighted"
"passed","Sat Oct 12 01:47:45 GMT 2024","Sat Oct 12 01:47:47 GMT 2024","1690","tests","test_main_page","TestMainPage","","","TC 13.01.29 - Check the display of the text in block 3 'home-erin' in the Promo Block","This test checks if the info block text in section 2 block 3 'home-erin' is correct
            in the Promo Block under header on the main page"
"passed","Sat Oct 12 01:46:39 GMT 2024","Sat Oct 12 01:46:41 GMT 2024","1758","tests","test_main_page","TestMainPage","","","TC 13.01.09 - Check the display of Section 2 in the Promo Block","This test checks if Section 2 in Promo Block under header is displayed on the Main Page"
"passed","Sat Oct 12 01:37:45 GMT 2024","Sat Oct 12 01:37:46 GMT 2024","1329","tests","test_footer","TestFooter","","","TC 02.01.13 - Check Advanced Search link is present in the DOM tree on each page specified in DATA_1","Checks if Advanced Search link is present in the DOM tree on each page specified in DATA_1"
"skipped","Sat Oct 12 01:51:01 GMT 2024","Sat Oct 12 01:51:01 GMT 2024","0","tests","test_men","TestMenPagePromoBlock","","","TC 14.06.20 Verify the click on the block 'Last chance for pants' redirects to a correct page.","Verify that the click on the block 'Last chance for pants' correctly redirects to a new webpage"
"passed","Sat Oct 12 01:53:55 GMT 2024","Sat Oct 12 01:53:55 GMT 2024","64","tests","test_sale","TestSalePage","","","TC 10.04.04 - Verify that the Men's Deals contains an image","Check img existence of Men's Deals section"
"passed","Sat Oct 12 01:50:21 GMT 2024","Sat Oct 12 01:50:24 GMT 2024","2852","tests","test_men","TestMenPage","","","TC 14.03.06 Verify the link 'Tees' is visible and clickable.","Verify that the link 'Tees' is displayed and clickable"
"skipped","Sat Oct 12 01:38:29 GMT 2024","Sat Oct 12 01:38:29 GMT 2024","0","tests","test_footer","TestFooter","","","TC 02.01.23 - Check 'Contact us' link is present in the DOM tree on each page specified in DATA_1","Checks if 'Contact us' link is present in the DOM tree on each page specified in DATA_1"
"skipped","Sat Oct 12 01:38:29 GMT 2024","Sat Oct 12 01:38:29 GMT 2024","0","tests","test_footer","TestFooter","","","TC 02.01.32 - Check text of Write for us link on each page specified in DATA_1","Checks if text of Write for us link is correct on each page in DATA_1"
"passed","Sat Oct 12 01:54:47 GMT 2024","Sat Oct 12 01:54:50 GMT 2024","3187","tests","test_shopping_cart","TestShoppingCart","","","tc 07.01.04 Verify that here link leads to the main page","Verify that the link ""here"" redirects to the main page."
"passed","Sat Oct 12 01:50:03 GMT 2024","Sat Oct 12 01:50:06 GMT 2024","3150","tests","test_men","TestMenPage","","","TC 14.03.02 Verify the link 'Hoodies&Sweatshirts' is visible and clickable.","Verify that the link 'Hoodies&Sweatshirts' is displayed and clickable"
"passed","Sat Oct 12 01:38:44 GMT 2024","Sat Oct 12 01:38:46 GMT 2024","1689","tests","test_footer","TestFooter","","","TC 02.01.35 - Check Copyright text is present in the DOM tree on each page specified in DATA_1","Checks if Copyright text is present in the DOM tree on each page specified in DATA_1"
"passed","Sat Oct 12 01:52:24 GMT 2024","Sat Oct 12 01:52:24 GMT 2024","33","tests","test_sale","TestSalePage","","","TC 10.01.02, 10.01.04, 10.01.06, 10.01.08, 10.01.10, 10.01.12 - Verify 6 links in Women's Deals section are visible and clickable","Check that six elements in Women's Deals section are displayed and enabled"
"passed","Sat Oct 12 01:48:49 GMT 2024","Sat Oct 12 01:48:51 GMT 2024","1607","tests","test_main_page","TestMainPage","","","TC 13.01.47 - Check block 4 'home-performance' in section 2 of the Promo Block is present in the DOM tree","This test checks if block 4 'home-performance' in section 2 in the Promo Block is present
            in the DOM tree on the main page"
"passed","Sat Oct 12 01:52:27 GMT 2024","Sat Oct 12 01:52:27 GMT 2024","46","tests","test_sale","TestSalePage","","","TC 10.01.02, 10.01.04, 10.01.06, 10.01.08, 10.01.10, 10.01.12 - Verify 6 links in Women's Deals section are visible and clickable","Check that six elements in Women's Deals section are displayed and enabled"
"passed","Sat Oct 12 01:44:18 GMT 2024","Sat Oct 12 01:44:21 GMT 2024","2621","tests","test_header","TestHeader","","","TC 01.03.05 display and interactivity of the ""Tops"" section of the ""Women"" section","Check the 'Tops' subsection in 'Women' section is displayed and the 'Jackets', 'Shorts',         'Hoodies & Sweatshirts', 'Tees' and 'Bras & Tanks' subsections is displayed"
"passed","Sat Oct 12 01:48:52 GMT 2024","Sat Oct 12 01:48:54 GMT 2024","1696","tests","test_main_page","TestMainPage","","","TC 13.01.48 - Check block 5 'home-eco' in section 2 of the Promo Block is present in the DOM tree","This test checks if block 5 'home-eco' in section 2 in the Promo Block is present
            in the DOM tree on the main page"
"broken","Sat Oct 12 01:53:48 GMT 2024","Sat Oct 12 01:53:49 GMT 2024","1214","tests","test_sale","TestSalePage","","","TC 10.03.03, 10.03.05 - Verify 2 links in Gear Deals open the correct pages","Check that two links in Gear Deals section lead to the correct pages after click"
"passed","Sat Oct 12 01:58:40 GMT 2024","Sat Oct 12 01:58:41 GMT 2024","320","tests","test_sign_in","TestRegisteredCustomers","","","TC 03.01.09 Verify Password field is present","Check if the password input field is present"
"passed","Sat Oct 12 01:51:22 GMT 2024","Sat Oct 12 01:51:35 GMT 2024","13056","tests","test_reviews_page","TestReviews","","","TC 01_15_01 Verify possibility to vote with 2 stars","
        The user is NOT logged in, located in the product card, section ""Reviews""
        1. All required fields are filled with correct data
        2. Pressed 2 star
        3.The ""Submit Review"" button is pressed
        Result: Present in the DOM and visible on the page the message: ""You submitted your review for moderation.
        This code works when run on Win, Mac, Ubuntu on a real laptop and has the features of working on GitHub Action.
        When interacting with the GitHub Action, it checks not for the text of the ""Success"" message, but for the ""Success"" URL""
        "
"passed","Sat Oct 12 01:37:21 GMT 2024","Sat Oct 12 01:37:23 GMT 2024","1681","tests","test_footer","TestFooter","","","TC 02.01.08 - Check Privacy and Cookie Policy link is present in the DOM tree on each page specified in DATA_1","Checks if Privacy and Cookie Policy link is present in the DOM tree on each page specified in DATA_1"
